Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
HG03476	female	SAME1839702	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02069	female	SAME123375	KHV	Kinh Vietnamese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03279	female	SAME1839972	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01984	male	SAME1840105	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG03293	male	SAME1839871	ESN	Esan	FR	African	
HG01989	female	SAME1840166	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03298	male	SAME1839903	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01991	male	SAME124743	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03301	male	SAME1839472	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02002	male	SAME123618	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03306	female	SAME1839504	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG02095	female	SAME1839064	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03313	male	SAME1839213	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02108	female	SAME1840201	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03344	male	SAME1840364	ESN	Esan	FR	African	
HG02122	male	SAME123478	KHV	Kinh Vietnamese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03351	female	SAME1840231	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02127	female	SAME123476	KHV	Kinh Vietnamese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03363	female	SAME1839957	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02223	female	SAME1839584	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03368	male	SAME1840074	ESN	Esan	FR	African	
HG02230	female	SAME1839383	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03370	male	SAME1839800	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02235	female	SAME123521	IBS	Spanish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03382	male	SAME1839580	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02165	female	SAME124208	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03394	male	SAME1839648	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02184	female	SAME123216	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03399	male	SAME1839410	MSL	Mende	FR	African	
HG02189	female	SAME125040	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03159	female	SAME1839092	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02420	male	SAME1839320	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03161	male	SAME1839104	ESN	Esan	FR	African	
HG02425	female	SAME1839043	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03166	male	SAME1839127	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02449	male	SAME1840404	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03173	male	SAME1840397	ESN	Esan	FR	African	
HG02451	female	SAME1840138	ACB	African-Caribbean	FR	African	1000 Genomes phase 3 release
HG03522	female	SAME1840193	ESN	Esan	FR	African	
HG02463	male	SAME1839983	GWD	Gambian	FR	African	
HG03539	female	SAME1840014	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02502	female	SAME1839272	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03558	female	SAME1839561	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02514	male	SAME1839133	KHV	Kinh Vietnamese	EAS	East Asian	1000 Genomes phase 3 release
HG03565	male	SAME1839430	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02521	male	SAME1840327	KHV	Kinh Vietnamese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03572	female	SAME1839463	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02526	female	SAME1840308	KHV	Kinh Vietnamese	EAS	East Asian	
HG03755	male	SAME1839074	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02545	male	SAME1839939	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03762	female	SAME1839119	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02254	female	SAME1839344	PEL	Peruvian	MR	American	
HG03767	male	SAME1839141	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02259	male	SAME1839319	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03774	female	SAME1840408	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02261	male	SAME1839134	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG03779	male	SAME1840351	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02266	female	SAME1839110	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03781	female	SAME1840117	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02273	female	SAME1840309	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG03786	male	SAME1840218	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02278	female	SAME1840367	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03793	female	SAME1839915	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02280	female	SAME1840096	ACB	African-Caribbean	FR	African	1000 Genomes phase 3 release
HG03798	male	SAME1839941	BEB	Bengali	AS	South Asian	
HG02285	male	SAME122914	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03801	female	SAME1839606	BEB	Bengali	AS	South Asian	
HG02292	female	SAME1839943	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03577	male	SAME1839242	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02300	male	SAME1839856	PEL	Peruvian	MR	American	1000 Genomes phase 3 release
HG03584	female	SAME1839290	MSL	Mende	FR	African	1000 Genomes phase 3 release
HG02557	male	SAME1840061	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03589	female	SAME1839311	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02569	male	SAME1839892	GWD	Gambian	FR	African	
HG03596	male	SAME1839188	BEB	Bengali	AS	South Asian	
HG02571	female	SAME1839577	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03673	female	SAME1839030	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02583	female	SAME1839429	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03680	male	SAME1840311	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02355	male	SAME1840269	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03685	male	SAME1840333	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02367	male	SAME1840113	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03692	female	SAME1840371	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02374	male	SAME1840247	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03697	male	SAME1840137	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02379	male	SAME1840217	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03604	female	SAME1840236	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02381	male	SAME1840033	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03611	female	SAME1839929	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02312	female	SAME1839684	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03616	female	SAME1839955	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02317	male	SAME1839656	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03635	female	SAME1839578	PJL	Punjabi	AS	South Asian	
HG02343	male	SAME1839091	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03700	female	SAME1840010	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38
HG02348	female	SAME1839063	PEL	Peruvian	MR	American	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03705	male	SAME1840051	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02386	male	SAME1840001	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03717	female	SAME1839831	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02398	male	SAME1839845	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03642	female	SAME1839627	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02401	male	SAME1839415	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03654	male	SAME1839513	PJL	Punjabi	AS	South Asian	
HG02406	male	SAME1839394	CDX	Dai Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03729	male	SAME1839701	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02470	male	SAME1839744	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03731	female	SAME1839372	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02494	female	SAME1839698	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03736	female	SAME1839389	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02778	female	SAME1839100	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03743	male	SAME1839261	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02780	male	SAME1839169	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03750	male	SAME1839309	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02785	female	SAME1840298	PJL	Punjabi	AS	South Asian	1000 Genomes phase 3 release
HG04063	female	SAME1839155	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02792	male	SAME1840416	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04070	female	SAME1840411	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02800	male	SAME1840000	GWD	Gambian	FR	African	
HG04075	female	SAME1840359	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02805	female	SAME1840081	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04094	male	SAME1839953	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02588	male	SAME1839404	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04099	female	SAME1840065	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02590	male	SAME1839222	GWD	Gambian	FR	African	
HG04107	male	SAME1839660	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02595	female	SAME1839204	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04114	male	SAME1839363	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38
HG02603	male	SAME1840287	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03832	female	SAME1839353	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02610	male	SAME1840405	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03837	male	SAME1839291	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02677	female	SAME1839483	GWD	Gambian	FR	African	
HG03844	male	SAME1839166	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02684	male	SAME1839292	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03849	female	SAME1839190	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02689	male	SAME1839355	PJL	Punjabi	AS	South Asian	1000 Genomes phase 3 release
HG03851	male	SAME1840272	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02691	female	SAME1839084	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03856	male	SAME1840291	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02696	male	SAME1839149	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03894	female	SAME1839885	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02735	male	SAME1839866	PJL	Punjabi	AS	South Asian	1000 Genomes phase 3 release
HG03899	male	SAME1839814	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02759	male	SAME1839445	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03902	male	SAME1839484	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02761	female	SAME1839262	GWD	Gambian	FR	African	
HG03907	female	SAME1839517	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02773	male	SAME1839034	GWD	Gambian	FR	African	
HG03914	male	SAME1839224	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02704	female	SAME1840134	GWD	Gambian	FR	African	
HG03919	female	SAME1839329	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02716	female	SAME1839981	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03926	male	SAME1839033	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02723	female	SAME1839742	GWD	Gambian	FR	African	
HG03940	female	SAME1840346	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02728	female	SAME1839722	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03945	female	SAME1840369	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02615	female	SAME1840380	GWD	Gambian	FR	African	
HG03988	male	SAME1839528	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38
HG02622	female	SAME1840185	GWD	Gambian	FR	African	
HG03990	male	SAME1839637	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02634	male	SAME1840031	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03995	female	SAME1839395	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02646	female	SAME1839770	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04001	female	SAME1839752	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02855	female	SAME1839330	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04006	male	SAME1839787	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02862	female	SAME1839123	GWD	Gambian	FR	African	
HG04018	female	SAME1839565	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02879	female	SAME1840355	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04020	male	SAME1839685	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02881	male	SAME1840178	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03863	female	SAME1840162	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02653	female	SAME1839537	PJL	Punjabi	AS	South Asian	
HG03868	female	SAME1840097	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02658	female	SAME1839597	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03870	male	SAME1840196	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02660	male	SAME1839672	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03875	male	SAME1839965	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02812	male	SAME1839846	GWD	Gambian	FR	African	
HG03882	female	SAME1839999	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02817	female	SAME1839819	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03887	male	SAME1840028	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02836	male	SAME1839428	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04025	female	SAME1839614	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03012	male	SAME1839924	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04037	female	SAME1839500	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03017	male	SAME1839956	PJL	Punjabi	AS	South Asian	
HG04056	male	SAME1839102	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03024	male	SAME1839799	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03806	male	SAME1839542	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
HG03029	male	SAME1839733	GWD	Gambian	FR	African	
HG03813	female	SAME1839406	BEB	Bengali	AS	South Asian	
HG03194	male	SAME1839914	ESN	Esan	FR	African	
HG03825	female	SAME1839462	BEB	Bengali	AS	South Asian	
HG03199	male	SAME1839937	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03969	male	SAME1840082	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03202	male	SAME1839602	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03971	male	SAME1839718	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03238	female	SAME1839289	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03976	male	SAME1839739	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02968	male	SAME1840108	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11829	male	SAME124761	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02970	female	SAME1840260	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11831	male	SAME124552	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02975	male	SAME1840232	ESN	Esan	FR	African	
NA11843	male	SAME125140	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02982	male	SAME1840015	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11881	male	SAME123209	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03118	male	SAME1839830	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11893	male	SAME123044	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03120	male	SAME1839557	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11918	female	SAME123135	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03125	female	SAME1839675	ESN	Esan	FR	African	
NA11920	female	SAME124901	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03132	female	SAME1839373	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11932	male	SAME125097	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03137	male	SAME1839390	ESN	Esan	FR	African	
NA12156	female	SAME124952	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03062	male	SAME1839220	MSL	Mende	FR	African	
NA12264	male	SAME123087	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03074	male	SAME1839029	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12283	female	SAME124639	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03079	female	SAME1839051	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12341	female	SAME125158	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03081	male	SAME1840310	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA07037	female	SAME122862	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03086	female	SAME1840331	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA07051	male	SAME124378	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03048	male	SAME1839647	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA07056	female	SAME124375	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03050	male	SAME1839482	GWD	Gambian	FR	African	
NA07347	male	SAME123572	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03055	female	SAME1839514	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA11994	male	SAME123967	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03163	male	SAME1839118	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12005	male	SAME125143	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03168	female	SAME1839143	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12043	male	SAME123214	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03170	male	SAME1840383	ESN	Esan	FR	African	
NA12144	male	SAME124156	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03175	male	SAME1840407	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04195	female	SAME1839823	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02886	female	SAME1840151	GWD	Gambian	FR	African	
HG04208	female	SAME1839453	STU	Sri Lankan	AS	South Asian	
HG02944	male	SAME1839082	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04210	male	SAME1839225	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03098	male	SAME1840136	MSL	Mende	FR	African	
HG04215	male	SAME1839333	STU	Sri Lankan	AS	South Asian	
HG03101	male	SAME1840008	ESN	Esan	FR	African	
HG04222	male	SAME1839040	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03113	female	SAME1839901	ESN	Esan	FR	African	
HG04227	female	SAME1839056	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03459	male	SAME1839793	MSL	Mende	FR	African	
HG04239	male	SAME1840281	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03461	female	SAME1839808	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA06995	male	SAME123994	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03466	male	SAME1839839	MSL	Mende	FR	African	
NA10838	male	SAME124550	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03473	female	SAME1839687	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA10840	female	SAME124756	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03478	male	SAME1839618	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA10845	male	SAME124759	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
